,Gujarati,Tags
115,"['હોસ્ટને', 'કોઈ', 'પ્રતિસાદ', 'મળતો', 'નથી', 'અને', 'કેટલા', 'લોકો', 'બતાવશે', 'તેનો', 'અસ્પષ્ટ', 'વિચાર', 'છે']","['Preposition', 'Determinant', 'Adjective', 'Verb', 'Verb', 'Conjunction', 'Determinant', 'Noun', 'Verb', 'Pronoun', 'Adjective', 'Noun', 'Verb']"
116,"['ચોક્કસપણે', 'જો', 'વધુ', 'લોકોએ', 'અણધારી', 'રીતે', 'બતાવ્યું', 'અને', 'ખાવા', 'માટે', 'કંઈ', 'ન', 'હોય', 'તો', 'તે', 'શરમજનક', 'છે']","['Adverb', 'Adjective', 'Adverb', 'Adjective', 'Verb', 'Adverb', 'Verb', 'Conjunction', 'Verb', 'Preposition', 'Pronoun', 'Adverb', 'Pronoun', 'Verb', 'Conjunction', 'Adjective', 'Verb']"
117,"['તેથી', 'તેઓ', 'માત્ર', 'મોટી', 'સંખ્યામાં', 'લોકો', 'માટે', 'પૂરતા', 'પ્રમાણમાં', 'બનાવે', 'છે', 'આનાથી', 'ખોરાક', 'રસોઈ', 'ગેસ', 'અને', 'માનવ', 'શક્તિનો', 'બગાડ', 'થાય', 'છે']","['Conjunction', 'Pronoun', 'Adverb', 'Adjective', 'Noun', 'Noun', 'Preposition', 'Noun', 'Noun', 'Verb', 'Verb', 'Preposition', 'Noun', 'Noun', 'Noun', 'Conjunction', 'Noun', 'Adjective', 'Noun', 'Verb', 'Verb']"
118,"['અને', 'કારણ', 'કે', 'વીજળી', 'મોંઘી', 'હોય', 'છે', 'અને', 'ખાદ્ય', 'સ્ટોરેજ', 'ઉપકરણો', 'સરળતાથી', 'ઉપલબ્ધ', 'નથી', 'તેથી', 'ખાદ્યપદાર્થોનો', 'ખોરાક', 'બરબાદ', 'થઈ', 'જાય', 'છે']","['Conjunction', 'Noun', 'Determinant', 'Noun', 'Adjective', 'Pronoun', 'Verb', 'Conjunction', 'Noun', 'Noun', 'Adjective', 'Adverb', 'Adjective', 'Verb', 'Conjunction', 'Adjective', 'Noun', 'Adjective', 'Verb', 'Verb', 'Verb']"
119,"['ત્યારે', 'આપણી', 'પાસે', 'દેવતાઓને', 'ભોજન', 'અને', 'તેલ', 'આપતા', 'હોય', 'છે']","['Conjunction', 'Pronoun', 'Adverb', 'Preposition', 'Noun', 'Conjunction', 'Noun', 'Verb', 'Pronoun', 'Verb']"
120,"['જ્યારે', 'ઘણા', 'લોકો', 'ભૂખ્યા', 'રહી', 'રહ્યા', 'છે', 'ત્યારે', 'આપણે', 'દૂધ', 'મધ', 'અથવા', 'તેલમાં', 'આપણા', 'દેવતાઓની', 'મૂર્તિઓ', 'સ્નાન', 'કરીએ', 'છીએ']","['Adverb', 'Determinant', 'Noun', 'Adjective', 'Verb', 'Verb', 'Verb', 'Conjunction', 'Pronoun', 'Noun', 'Noun', 'Conjunction', 'Preposition', 'Pronoun', 'Adjective', 'Noun', 'Noun', 'Verb', 'Verb']"
121,"['અમે', 'દંપતી', 'લગ્ન', 'પર', 'ચોખા', 'ફેંકી', 'દીધા', 'છે']","['Pronoun', 'Noun', 'Noun', 'Preposition', 'Adjective', 'Verb', 'Verb', 'Verb']"
122,"['આપણું', 'ભોજન', 'કેવી', 'રીતે', 'મળે', 'છે', 'તેમાં', 'પણ', 'ઘણું', 'બગાડ', 'થાય', 'છે']","['Pronoun', 'Noun', 'Adjective', 'Adverb', 'Verb', 'Verb', 'Pronoun', 'Pronoun', 'Adjective', 'Noun', 'Verb', 'Verb']"
123,"['અમારી', 'ખોરાક', 'અને', 'શાકભાજીની', 'સપ્લાય', 'ચેનનો', 'છેલ્લો', 'છેડો', 'શેરી', 'વિક્રેતાઓ', 'છે', 'જેમની', 'પાસે', 'કચરો', 'ઘટાડવા', 'માટે', 'ખોરાક', 'સંગ્રહિત', 'કરવા', 'માટે', 'પૂરતા', 'માળખાગત', 'અભાવ', 'છે']","['Adjective', 'Noun', 'Conjunction', 'Adjective', 'Noun', 'Adjective', 'Adjective', 'Noun', 'Noun', 'Noun', 'Verb', 'Adjective', 'Adverb', 'Noun', 'Verb', 'Preposition', 'Noun', 'Conjunction', 'Verb', 'Preposition', 'Noun', 'Adjective', 'Verb', 'Verb']"
124,"['અમારા', 'શ્રેષ્ઠ', 'સોફટવેર', 'ઇજનેરો', 'યુએસ', 'અને', 'યુરોપમાં', 'બેન્કો', 'ચલાવવા', 'માટે', 'સ', 'softwareફ્ટવેર', 'લખી', 'રહ્યાં', 'છે']","['Adjective', 'Adjective', 'Noun', 'Noun', 'Noun', 'Conjunction', 'Adverb', 'Noun', 'Verb', 'Preposition', 'Conjunction', 'Missing', 'Verb', 'Verb', 'Verb']"
125,"['શું', 'આપણે', 'કોઈ', 'વેબસાઇટ', 'શરૂ', 'કરી', 'શકીએ', 'નહીં', 'કે', 'જે', 'લોકો', 'માટે', 'સરળ', 'orનલાઇન', 'અથવા', 'મોબાઇલ', 'આધારિત', 'એપ્લિકેશનનો', 'ઉપયોગ', 'કરીને', 'આમંત્રણોનો', 'જવાબ', 'આપવાનું', 'શક્ય', 'બનાવે']","['Pronoun', 'Pronoun', 'Determinant', 'Noun', 'Noun', 'Verb', 'Verb', 'Interjection', 'Determinant', 'Pronoun', 'Noun', 'Preposition', 'Adjective', 'Adjective', 'Conjunction', 'Noun', 'Noun', 'Verb', 'Adjective', 'Verb', 'Verb', 'Noun', 'Noun', 'Noun', 'Verb']"
126,"['હા', 'અમને', 'આપણી', 'સંસ્કૃતિમાં', 'આ', 'એક', 'પરિવર્તનની', 'જરૂર', 'છે', 'આમંત્રણોનો', 'જવાબ', 'આપવો', 'અને', 'પુષ્ટિ', 'આપવી', 'કે', 'આપણે', 'તેને', 'ઉજવણીમાં', 'બનાવી', 'શકીએ', 'કે', 'નહીં']","['Adverb', 'Pronoun', 'Pronoun', 'Adverb', 'Pronoun', 'Determinant', 'Noun', 'Adjective', 'Verb', 'Verb', 'Noun', 'Verb', 'Conjunction', 'Verb', 'Noun', 'Determinant', 'Pronoun', 'Pronoun', 'Verb', 'Verb', 'Verb', 'Determinant', 'Interjection']"
127,"['શ્રેષ્ઠ', 'એમબીએ', 'શ્રેષ્ઠ', 'વિશ્વભરમાં', 'ગ્રાહક', 'ઉત્પાદનોનો', 'બજાર', 'હિસ્સો', 'વધારવા', 'માટે', 'વિશ્વભરમાં', 'માર્કેટિંગ', 'ઝુંબેશ', 'શરૂ', 'કરી', 'રહ્યા', 'છે', 'શું', 'આપણે', 'સાંસ્કૃતિક', 'પરિવર્તન', 'અભિયાન', 'શરૂ', 'કરી', 'શકતા', 'નથી']","['Adjective', 'Adverb', 'Adjective', 'Noun', 'Noun', 'Noun', 'Noun', 'Verb', 'Adverb', 'Preposition', 'Noun', 'Noun', 'Adjective', 'Noun', 'Verb', 'Verb', 'Verb', 'Pronoun', 'Pronoun', 'Noun', 'Noun', 'Verb', 'Noun', 'Verb', 'Noun', 'Verb']"
128,"['અમે', 'પસંદગીઓ', 'કરીએ', 'છીએ', 'અને', 'દરેક', 'પસંદગીના', 'પરિણામો', 'હોય', 'છે']","['Pronoun', 'Verb', 'Verb', 'Verb', 'Conjunction', 'Adjective', 'Noun', 'Noun', 'Pronoun', 'Verb']"
129,"['દુર્ભાગ્યે', 'જ્યારે', 'પરિણામોનો', 'સામનો', 'કરવો', 'પડે', 'છે', 'જો', 'અમારી', 'પસંદગીઓ', 'અમે', 'દોષને', 'બાહ્ય', 'બનાવીએ', 'છીએ']","['Noun', 'Adverb', 'Noun', 'Noun', 'Verb', 'Verb', 'Verb', 'Adjective', 'Adjective', 'Verb', 'Pronoun', 'Verb', 'Noun', 'Verb', 'Verb']"
130,"['આપણે', 'દોષમાં', 'કોઈ', 'બીજા', 'શોધી', 'કા', 'ીએ', 'છીએ']","['Pronoun', 'Verb', 'Determinant', 'Adjective', 'Verb', 'Noun', 'Noun', 'Verb']"
131,"['અમે', 'ફક્ત', 'ક્યાંક', 'બહારની', 'દુષ્ટતાની', 'કલ્પના', 'કરી', 'છે', 'અમે', 'ધાર્મિક', 'લોકો', 'આપણું', 'મૂળ', 'અને', 'સંપૂર્ણ', 'જીવન', 'જીવીશું']","['Pronoun', 'Adjective', 'Adverb', 'Adjective', 'Adjective', 'Noun', 'Verb', 'Verb', 'Pronoun', 'Verb', 'Noun', 'Pronoun', 'Noun', 'Conjunction', 'Adjective', 'Noun', 'Noun']"
132,"['જો', 'આપણે', 'આ', 'બધા', 'ખોરાકને', 'બચાવીએ', 'તો', 'તે', 'અચાનક', 'વધારાની', 'ખોરાક', 'ઉપલબ્ધ', 'કરાવશે', 'જેનાથી', 'ખોરાકની', 'માંગમાં', 'ઘટાડો', 'થશે', 'અને', 'છેવટે', 'ખોરાકના', 'ભાવમાં', 'ઘટાડો', 'થશે', 'રેઈન', 'વોટર', 'હાર્વેસ્ટિંગ', 'અને', 'વોટર', 'રિસાયક્લિંગ', 'એ', 'બે', 'સોલ્યુશન', 'છે', 'જેને', 'ગંભીરતાથી', 'જોવું', 'જોઈએ', 'અને', 'જો', 'શક્ય', 'લાગ્યું', 'હોય', 'તો', 'સક્રિયપણે', 'અમલમાં', 'મૂકવામાં', 'આવશે']","['Adjective', 'Pronoun', 'Pronoun', 'Adjective', 'Verb', 'Adjective', 'Verb', 'Conjunction', 'Adverb', 'Verb', 'Noun', 'Adjective', 'Noun', 'Conjunction', 'Noun', 'Verb', 'Noun', 'Noun', 'Conjunction', 'Noun', 'Noun', 'Verb', 'Noun', 'Noun', 'Noun', 'Noun', 'Noun', 'Conjunction', 'Noun', 'Noun', 'Determinant', 'Number', 'Pronoun', 'Verb', 'Adverb', 'Adverb', 'Conjunction', 'Verb', 'Conjunction', 'Adjective', 'Noun', 'Verb', 'Pronoun', 'Verb', 'Adverb', 'Verb', 'Verb', 'Verb']"
133,"['ઇએફઆઈઇના', 'શ્રી', 'રુડોલ્ફ', 'ડીસુઝા', 'રેઈન', 'વોટર', 'હાર્વેસ્ટિંગ', 'પર', 'બોલતા', 'રેઇન', 'વોટર', 'એ', 'પાણીનો', 'શુદ્ધ', 'સ્વરૂપ', 'છે', 'નિસ્યંદન', 'સિવાય']","['Noun', 'Noun', 'Noun', 'Noun', 'Noun', 'Noun', 'Noun', 'Preposition', 'Noun', 'Noun', 'Noun', 'Determinant', 'Adjective', 'Adjective', 'Noun', 'Verb', 'Noun', 'Preposition']"
134,"['વાજબી', 'સમયગાળામાં', 'ફેલાયેલા', 'પુષ્કળ', 'વરસાદથી', 'મુંબઇમાં', 'ધન્યતા', 'છે', 'આપણને', 'ઘણો', 'વરસાદ', 'પડે', 'છે', 'પરંતુ', 'હજી', 'આપણી', 'પાસે', 'પાણી', 'નથી', 'કેમ', 'કે', 'આપણે', 'તે', 'લગભગ', 'તમામ', 'સમુદ્રમાં', 'વહેવા', 'દઈએ', 'છીએ']","['Noun', 'Adjective', 'Noun', 'Noun', 'Noun', 'Noun', 'Pronoun', 'Verb', 'Pronoun', 'Adjective', 'Noun', 'Verb', 'Verb', 'Conjunction', 'Adverb', 'Pronoun', 'Adverb', 'Noun', 'Verb', 'Adverb', 'Determinant', 'Pronoun', 'Conjunction', 'Adverb', 'Verb', 'Noun', 'Verb', 'Verb', 'Verb']"
135,"['જો', 'આપણે', 'આ', 'સ્ત્રોતનો', 'ઉપયોગ', 'નહીં', 'કરીએ', 'તો', 'આપણને', 'કેટલો', 'વરસાદ', 'પડે', 'તે', 'વાંધો', 'નહીં']","['Adjective', 'Pronoun', 'Pronoun', 'Pronoun', 'Adjective', 'Interjection', 'Verb', 'Verb', 'Pronoun', 'Verb', 'Noun', 'Verb', 'Conjunction', 'Adjective', 'Interjection']"
136,"['તેથી', 'આપણે', 'શુદ્ધ', 'પાણીના', 'આ', 'મફત', 'સ્રોતને', 'જુદી', 'જુદી', 'રીતે', 'જોવાની', 'જરૂર', 'છે']","['Conjunction', 'Pronoun', 'Adjective', 'Noun', 'Pronoun', 'Adjective', 'Adjective', 'Adjective', 'Adjective', 'Adverb', 'Noun', 'Adjective', 'Verb']"
137,"['રેઇન', 'વોટર', 'હાર્વેસ્ટિંગ', 'એક', 'સરળ', 'વિચાર', 'સાથે', 'શરૂ', 'થાય', 'છે', 'વરસાદના', 'ગટર', 'પહેલેથી', 'જ', 'તમારી', 'છત', 'પર', 'પડેલું', 'પાણી', 'એકત્રિત', 'કરી', 'રહ્યાં', 'છે']","['Noun', 'Noun', 'Noun', 'Determinant', 'Adjective', 'Noun', 'Preposition', 'Noun', 'Verb', 'Verb', 'Noun', 'Adverb', 'Verb', 'Pronoun', 'Pronoun', 'Adverb', 'Preposition', 'Verb', 'Noun', 'Adjective', 'Verb', 'Verb', 'Verb']"
138,"['તે', 'પાણીને', 'કાપવા', 'માટે', 'જે', 'તે', 'જરૂરી', 'છે', 'તે', 'પ્રવાહની', 'દિશા', 'બદલવાની', 'છે', 'જેથી', 'જમીન', 'પર', 'દોડવાની', 'જગ્યાએ', 'પાણી', 'સ્ટોરેજ', 'ટાંકીમાં', 'વહી', 'જાય']","['Conjunction', 'Verb', 'Noun', 'Preposition', 'Pronoun', 'Conjunction', 'Adjective', 'Verb', 'Conjunction', 'Verb', 'Preposition', 'Conjunction', 'Verb', 'Conjunction', 'Noun', 'Preposition', 'Noun', 'Postposition', 'Noun', 'Noun', 'Verb', 'Noun', 'Verb']"
139,"['પાણીની', 'ગુણવત્તા', 'પોતે', 'જ', 'રોકાણને', 'યોગ્ય', 'બનાવે', 'છે']","['Noun', 'Noun', 'Pronoun', 'Pronoun', 'Noun', 'Adjective', 'Verb', 'Verb']"
140,"['વરસાદના', 'પાણીમાં', 'સામાન્ય', 'રીતે', 'ખૂબ', 'જ', 'કઠિનતાનું', 'સ્તર', 'હોય', 'છે', 'જે', 'સાબુ', 'અને', 'ડીટરજન્ટનો', 'ઉપયોગ', 'ઘટાડે', 'છે', 'અને', 'પાણીના', 'નરમની', 'જરૂરિયાતને', 'દૂર', 'કરે', 'છે']","['Noun', 'Noun', 'Adjective', 'Adverb', 'Adverb', 'Pronoun', 'Noun', 'Noun', 'Pronoun', 'Verb', 'Pronoun', 'Noun', 'Conjunction', 'Verb', 'Adjective', 'Noun', 'Verb', 'Conjunction', 'Noun', 'Noun', 'Noun', 'Adverb', 'Verb', 'Verb']"
141,"['સંગ્રહિત', 'વરસાદી', 'પાણી', 'પણ', 'કટોકટીના', 'સમયમાં', 'જેમ', 'કે', 'વીજળી', 'નિકળવી', 'અથવા', 'દુષ્કાળના', 'સમયગાળા', 'દરમિયાન', 'સારી', 'સ્થિતિમાં', 'છે']","['Conjunction', 'Adjective', 'Noun', 'Pronoun', 'Adjective', 'Noun', 'Conjunction', 'Determinant', 'Noun', 'Verb', 'Conjunction', 'Adjective', 'Noun', 'Noun', 'Adjective', 'Noun', 'Verb']"
142,"['અને', 'કારણ', 'કે', 'કોઈ', 'જટિલ', 'નેટવર્ક', 'દ્વારા', 'તેની', 'સારવાર', 'પમ્પ', 'અથવા', 'વિતરણ', 'કરવાની', 'જરૂર', 'નથી', 'તેથી', 'વરસાદી', 'પાણીનો', 'સંગ્રહ', 'કરવાથી', 'ર્જા', 'અને', 'રસાયણોના', 'વપરાશની', 'બચત', 'થાય', 'છે', 'રુડોલ્ફ', 'સમજાવે', 'છે']","['Conjunction', 'Noun', 'Determinant', 'Determinant', 'Adjective', 'Noun', 'Preposition', 'Conjunction', 'Noun', 'Noun', 'Conjunction', 'Noun', 'Verb', 'Adjective', 'Verb', 'Conjunction', 'Adjective', 'Adjective', 'Noun', 'Verb', 'Noun', 'Conjunction', 'Noun', 'Adjective', 'Noun', 'Verb', 'Verb', 'Noun', 'Verb', 'Verb']"
143,"['ઘણી', 'રાજ્ય', 'સરકારો', 'પહેલાથી', 'જ', 'તમામ', 'નવી', 'ઇમારતો', 'માટે', 'વરસાદી', 'પાણીના', 'સંગ્રહને', 'ફરજિયાત', 'બનાવી', 'દીધી', 'છે']","['Adjective', 'Noun', 'Noun', 'Adverb', 'Pronoun', 'Verb', 'Adjective', 'Noun', 'Preposition', 'Adjective', 'Noun', 'Noun', 'Noun', 'Verb', 'Verb', 'Verb']"
144,"['રુડોલ્ફ', 'હાલની', 'સમસ્યા', 'પર', 'બોલતા', 'ઉમેર્યું', '“આપણે', 'ખરેખર', 'સંરક્ષણની', 'ટેવ', 'બનાવવાની', 'જરૂર', 'છે']","['Noun', 'Adjective', 'Noun', 'Preposition', 'Noun', 'Verb', 'Missing', 'Adverb', 'Noun', 'Noun', 'Verb', 'Adjective', 'Verb']"
145,"['પાઇપ', 'કરેલા', 'પાણીમાંથી', 'માત્ર0', 'ટકા', 'પાણી', 'પીવા', 'રાંધવા', 'અને', 'નહાવા', 'માટે', 'વપરાય', 'છે', 'જ્યાં', 'ગુણવત્તાયુક્ત', 'પાણીની', 'જરૂર', 'પડે', 'છે', 'અને', 'cent૦', 'ટકા', 'બગાડવામાં', 'આવે', 'છે', 'જેમ', 'કે', 'શૌચાલય', 'ફ્લશ', 'કરવા', 'બાગકામ', 'કરવા', 'કાર', 'ધોવા', 'વગેરે']","['Noun', 'Verb', 'Noun', 'Missing', 'Noun', 'Noun', 'Verb', 'Verb', 'Conjunction', 'Verb', 'Preposition', 'Adjective', 'Verb', 'Adverb', 'Adjective', 'Noun', 'Adjective', 'Verb', 'Verb', 'Conjunction', 'Noun', 'Noun', 'Noun', 'Verb', 'Verb', 'Conjunction', 'Determinant', 'Noun', 'Noun', 'Verb', 'Noun', 'Verb', 'Noun', 'Verb', 'Noun']"
146,"['કેટલા', 'લોકો', 'વશિંગ', 'મશીનમાંથી', 'વિસર્જિત', 'પાણી', 'એકત્રિત', 'કરે', 'છે', 'અને', 'તેનો', 'ઉપયોગ', 'ફ્લશિંગ', 'માટે', 'કરે', 'છે']","['Determinant', 'Noun', 'Noun', 'Noun', 'Verb', 'Noun', 'Adjective', 'Verb', 'Verb', 'Conjunction', 'Pronoun', 'Adjective', 'Noun', 'Preposition', 'Verb', 'Verb']"
147,"['તમે', 'તે', 'રીતે00', 'લિટર', 'પાણી', 'બચાવી', 'શકો', 'છો']","['Pronoun', 'Conjunction', 'Missing', 'Noun', 'Noun', 'Adjective', 'Verb', 'Verb']"
148,"['લીક', 'નળને', 'ઠીક', 'કરવા', 'એડજસ્ટેબલ', 'શોર્ટ', 'ફ્લશિંગ', 'સિસ્ટમ્સનો', 'ઉપયોગ', 'કરીને', 'પાણી', 'બચાવવા', 'જેવી', 'સરળ', 'વસ્તુઓ', 'ભારત', 'આઝાદીને', 'વિકાસશીલ', 'દેશ', 'તરીકે', 'બ્રાન્ડેડ', 'બનાવ્યા', 'પછીના', 'પાઠથી', 'વધુ', 'વર્ષ', 'પછી', 'પણ']","['Pronoun', 'Noun', 'Adjective', 'Verb', 'Adjective', 'Noun', 'Noun', 'Noun', 'Adjective', 'Verb', 'Noun', 'Verb', 'Conjunction', 'Adjective', 'Noun', 'Noun', 'Noun', 'Adjective', 'Noun', 'Adverb', 'Adjective', 'Verb', 'Adverb', 'Noun', 'Adverb', 'Noun', 'Adjective', 'Pronoun']"
149,"['વિકસિત', 'દરજ્જો', 'હાંસલ', 'કરવાનો', 'અર્થ', 'એ', 'છે', 'કે', 'આપણી', 'રાષ્ટ્રીય', 'અર્થવ્યવસ્થાને', 'વિશ્વની', 'સૌથી', 'મોટી', 'અર્થવ્યવસ્થામાં', 'સ્થાન', 'આપવું', 'જ્યાં', 'લોકો', 'સારી', 'રીતે', 'અને', 'ગરીબીની', 'રેખાથી', 'ઉપર', 'રહે', 'છે']","['Adjective', 'Noun', 'Verb', 'Verb', 'Noun', 'Determinant', 'Verb', 'Determinant', 'Pronoun', 'Adjective', 'Noun', 'Adjective', 'Adjective', 'Adjective', 'Noun', 'Noun', 'Verb', 'Adverb', 'Noun', 'Adjective', 'Adverb', 'Conjunction', 'Adjective', 'Noun', 'Preposition', 'Verb', 'Verb']"
150,"['આગામીથી0', 'વર્ષમાં', 'પરિવર્તન', 'સાકાર', 'થઈ', 'શકે', 'છે', 'કારણ', 'કે', 'ભારત', 'પાસે', 'જરૂરી', 'સંભાવના', 'છે']","['Missing', 'Noun', 'Noun', 'Adjective', 'Verb', 'Verb', 'Verb', 'Noun', 'Determinant', 'Noun', 'Adverb', 'Adjective', 'Adjective', 'Verb']"
151,"['અન્ય', 'ઘણા', 'દેશોની', 'સરખામણીમાં', 'આપણા', 'કુદરતી', 'સંસાધનો', 'વધુ', 'સમૃદ્ધ', 'છે', 'અમારી', 'પાસે', 'બધા', 'અયરો', 'અને', 'ખનિજોનો', 'વિપુલ', 'પ્રમાણમાં', 'પુરવઠો', 'છે']","['Adjective', 'Determinant', 'Noun', 'Preposition', 'Pronoun', 'Adjective', 'Noun', 'Adverb', 'Adjective', 'Verb', 'Adjective', 'Adverb', 'Adjective', 'Noun', 'Conjunction', 'Noun', 'Adjective', 'Noun', 'Noun', 'Verb']"
152,"['આપણી', 'પાસે', 'સમૃદ્ધ', 'જૈવિક', 'વિવિધતા', 'વિપુલ', 'પ્રમાણમાં', 'તડકો', 'વિવિધ', 'કૃષિ', 'આબોહવાની', 'પરિસ્થિતિઓ', 'અને', 'આખા', 'ભારતમાં', 'પુષ્કળ', 'વરસાદ', 'છે']","['Pronoun', 'Adverb', 'Adjective', 'Adjective', 'Noun', 'Adjective', 'Noun', 'Noun', 'Adjective', 'Noun', 'Adjective', 'Noun', 'Conjunction', 'Adjective', 'Noun', 'Noun', 'Noun', 'Verb']"
153,"['દેશમાં', 'પહેલાથી', 'જ', 'આવશ્યક', 'તકનીકીઓ', 'છે', 'અથવા', 'તેનો', 'વિકાસ', 'સરળતાથી', 'થઈ', 'શકે', 'છે']","['Adverb', 'Adverb', 'Pronoun', 'Adjective', 'Noun', 'Verb', 'Conjunction', 'Pronoun', 'Noun', 'Adverb', 'Verb', 'Verb', 'Verb']"
154,"['આપણા', 'લોકો', 'અને', 'આપણા', 'ખેડુતોમાં', 'ફક્ત', 'શિક્ષણની', 'ક્ષમતા', 'જ', 'નથી', 'પરંતુ', 'તેમાંથી', 'મોટાભાગની', 'ઉદ્યોગસાહસિક', 'અને', 'સ્પર્ધાત્મક', 'ભાવના', 'પણ', 'છે']","['Pronoun', 'Noun', 'Conjunction', 'Pronoun', 'Noun', 'Adjective', 'Noun', 'Noun', 'Pronoun', 'Verb', 'Conjunction', 'Adverb', 'Adjective', 'Adjective', 'Conjunction', 'Adjective', 'Adjective', 'Pronoun', 'Verb']"
155,"['આ', 'ભાવનાને', 'રચનાત્મક', 'અને', 'ઉત્પાદક', 'રૂપે', 'વહેંચી', 'લેવાના', 'માર્ગો', 'જરૂરી', 'છે']","['Pronoun', 'Noun', 'Adjective', 'Conjunction', 'Noun', 'Adverb', 'Verb', 'Verb', 'Noun', 'Adjective', 'Verb']"
156,"['આપણે', 'પગલાં', 'લેવાની', 'ઇચ્છાની', 'જરૂર', 'છે', 'અને', 'વિશ્વના', 'નેતાઓમાંના', 'એક', 'બનવા', 'માટે', 'પોતાને', 'પ્રતિબદ્ધ', 'કરીએ', 'છીએ']","['Pronoun', 'Noun', 'Verb', 'Adjective', 'Adjective', 'Verb', 'Conjunction', 'Noun', 'Noun', 'Determinant', 'Verb', 'Preposition', 'Pronoun', 'Adjective', 'Verb', 'Verb']"
157,"['આપણે', 'લાંબા', 'ગાળાની', 'દ્રષ્ટિથી', 'સખત', 'મહેનત', 'કરવાનો', 'સંકલ્પ', 'કરવો', 'જ', 'જોઇએ']","['Pronoun', 'Adjective', 'Adjective', 'Adverb', 'Adjective', 'Noun', 'Verb', 'Noun', 'Verb', 'Pronoun', 'Verb']"
158,"['તેથી', 'ભારતના', 'વિકાસમાં', 'મુખ્ય', 'ભૂમિકા', 'આપણા', 'પ્રતિભાશાળી', 'વૈજ્', 'ાનિકો', 'સંશોધનકારો', 'અને', 'ટેકનોલોજીસ્ટના', 'વિશાળ', 'પૂલ', 'દ્વારા', 'ભજવવાની', 'છે']","['Conjunction', 'Adjective', 'Noun', 'Adverb', 'Noun', 'Pronoun', 'Adjective', 'Noun', 'Adjective', 'Noun', 'Conjunction', 'Adjective', 'Adjective', 'Noun', 'Preposition', 'Verb', 'Verb']"
159,"['તેઓએ', 'નિરાશાવાદ', 'છોડવો', 'જોઈએ', 'અને', 'મોટું', 'વિચારવું', 'જોઈએ', 'કારણ', 'કે', 'તે', 'ફક્ત', 'તે', 'જ', 'છે', 'જે', 'તકનીકી', 'આધુનિકીકરણના', 'દળોને', 'સમજે', 'છે', 'ભારતને', 'વિકસિત', 'દેશ', 'બનાવવા', 'માટે', 'તેમને', 'એક', 'પડકાર', 'તરીકે', 'લેવું', 'જોઈએ']","['Pronoun', 'Noun', 'Verb', 'Verb', 'Conjunction', 'Adjective', 'Verb', 'Verb', 'Noun', 'Determinant', 'Conjunction', 'Adjective', 'Conjunction', 'Pronoun', 'Verb', 'Pronoun', 'Adjective', 'Adjective', 'Noun', 'Verb', 'Verb', 'Noun', 'Adjective', 'Noun', 'Verb', 'Preposition', 'Pronoun', 'Determinant', 'Noun', 'Adverb', 'Conjunction', 'Verb']"
160,"['તેઓએ', 'શું', 'કરી', 'શકાય', 'છે', 'તે', 'વિશે', 'વાત', 'કરીને', 'અને', 'મુશ્કેલીઓને', 'દૂર', 'કરી', 'શકાય', 'તેવા', 'લોકોને', 'પ્રોત્સાહિત', 'કરીને', 'આંદોલનનું', 'નેતૃત્વ', 'કરવું', 'જોઈએ']","['Pronoun', 'Pronoun', 'Verb', 'Verb', 'Verb', 'Conjunction', 'Adjective', 'Noun', 'Verb', 'Conjunction', 'Noun', 'Adverb', 'Verb', 'Verb', 'Adjective', 'Noun', 'Verb', 'Verb', 'Adjective', 'Noun', 'Verb', 'Verb']"
161,"['તેઓએ', 'ઉદ્યોગો', 'વ્યવસાયિક', 'સંચાલકો', 'સંચાલકો', 'અને', 'અન્ય', 'લોકો', 'માટે', 'મને', 'શક્ય', 'મદદ', 'કરવી', 'જોઈએ', 'ભારતમાં', 'મી', 'માર્ચ', 'ઘણા', 'દાયકાઓથી', 'મહિલા', 'દિવસ', 'રહ્યો', 'છે']","['Pronoun', 'Noun', 'Adjective', 'Noun', 'Noun', 'Conjunction', 'Adjective', 'Noun', 'Preposition', 'Pronoun', 'Noun', 'Noun', 'Verb', 'Verb', 'Noun', 'Noun', 'Noun', 'Determinant', 'Noun', 'Noun', 'Noun', 'Verb', 'Verb']"
162,"['વડા', 'પ્રધાન', 'ઈન્દિરા', 'ગાંધી', 'અને', 'પછીના', 'વડા', 'પ્રધાન', 'રાજીવ', 'ગાંધીના', 'કાર્યકાળમાં', 'તેને', 'મોટો', 'પ્રોત્સાહન', 'મળ્યું', 'જેમણે', 'મોટી', 'સંખ્યામાં', '‘પદાર્થની', 'મહિલાઓને’', 'દિલ્હીમાં', 'ઉજવણી', 'માટે', 'આમંત્રિત', 'કરવાની', 'પ્રથા', 'કરી']","['Adjective', 'Noun', 'Noun', 'Noun', 'Conjunction', 'Adverb', 'Adjective', 'Noun', 'Noun', 'Noun', 'Noun', 'Pronoun', 'Adjective', 'Noun', 'Verb', 'Verb', 'Adjective', 'Noun', 'Missing', 'Missing', 'Noun', 'Verb', 'Preposition', 'Verb', 'Verb', 'Noun', 'Verb']"
